ENSG00000205795,ENSG00000139289,ENSG00000095587,ENSG00000073008,ENSG00000115602,ENSG00000169436,ENSG00000123243,ENSG00000113916,ENSG00000056736,ENSG00000213694,ENSG00000100206,ENSG00000075413,ENSG00000169126,ENSG00000181195,ENSG00000162383,ENSG00000069702,ENSG00000149575,ENSG00000245164,ENSG00000177575,ENSG00000164694,ENSG00000106483,ENSG00000115107,ENSG00000112562,ENSG00000197616,ENSG00000120910,ENSG00000087903,ENSG00000184005,ENSG00000120915,ENSG00000155659,ENSG00000154222,ENSG00000142748,ENSG00000072840,ENSG00000103528,ENSG00000142621,ENSG00000168824,ENSG00000106511,ENSG00000143595,ENSG00000265356,ENSG00000113578,ENSG00000186529,ENSG00000171533,ENSG00000115446,ENSG00000170745,ENSG00000106013,ENSG00000003436,ENSG00000108788,ENSG00000198756,ENSG00000116237,ENSG00000131467,ENSG00000196218,ENSG00000152767,ENSG00000205795,ENSG00000162998,ENSG00000169436,ENSG00000123243,ENSG00000113916,ENSG00000111452,ENSG00000213694,ENSG00000100206,ENSG00000128262,ENSG00000016391,ENSG00000196616,ENSG00000196338,ENSG00000177575,ENSG00000164694,ENSG00000106483,ENSG00000115107,ENSG00000112562,ENSG00000198464,ENSG00000120910,ENSG00000185033,ENSG00000184005,ENSG00000166323,ENSG00000129244,ENSG00000140932,ENSG00000136436,ENSG00000068697,ENSG00000159166,ENSG00000186529,ENSG00000196787,ENSG00000198429,ENSG00000198756,ENSG00000196218,ENSG00000196689,ENSG00000164694,ENSG00000112562,ENSG00000205795,ENSG00000177575,ENSG00000233485,ENSG00000163898,ENSG00000120910,ENSG00000008394,ENSG00000163812,ENSG00000113916,ENSG00000213694,ENSG00000229246,ENSG00000106483,ENSG00000164946,ENSG00000211445,ENSG00000123243,ENSG00000182197,ENSG00000169436,ENSG00000186529,ENSG00000184005,ENSG00000115107,ENSG00000100206,ENSG00000259448,ENSG00000004864,ENSG00000001036,ENSG00000269939,ENSG00000196810,ENSG00000196843,ENSG00000196873,ENSG00000197142,ENSG00000196378,ENSG00000196152,ENSG00000196136,ENSG00000196218,ENSG00000196636,ENSG00000196470,ENSG00000196428,ENSG00000196542,ENSG00000000003,ENSG00000198758,ENSG00000198756,ENSG00000198734
3.84287621217098,5.5748291614591,13.8144927835369,6.28902319716645,12.3515786580433,10.8769011705047,12.3322989032882,11.9878213979796,5.35741893748014,10.8697549965618,11.3546897687637,13.0848686220716,11.197537402108,10.0115425214442,7.94996325605923,2.21979055109983,5.66099136705454,13.5092792338445,13.7427291093362,7.02767246462578,5.50408388136721,4.41989768713911,9.11321849676578,9.20117648199954,15.9331975644136,11.6014344185052,14.3195261458396,10.6491380807009,4.16383142191038,6.02798146209422,4.41011412402349,13.562614855706,11.4613865990888,12.8164354787326,7.35692812485251,12.0532497292916,6.93205836026097,10.3144772916221,11.9119999865326,9.14094649586821,10.8799147486026,7.79612528963188,7.48251305810539,1.71636038496789,13.4786139907294,13.5357428891512,12.7120217519711,14.0371054781711,6.627272797642,6.97441982541018,3.01421436827771,3.84287621217098,7.69393926556907,10.8769011705047,12.3322989032882,11.9878213979796,1.46190116390625,10.8697549965618,11.3546897687637,9.78747673940636,5.52817368021588,14.0952609668007,11.2572261492961,13.7427291093362,7.02767246462578,5.50408388136721,4.41989768713911,9.11321849676578,13.174134059322,15.9331975644136,14.0242099048515,14.3195261458396,7.74821012707071,11.9985513732058,8.19570870767057,5.39898577593262,20.0148050913554,2.20856838755175,9.14094649586821,10.1437787362102,11.1333960982067,12.7120217519711,6.97441982541018,14.97847417727,7.02767246462578,9.11321849676578,3.84287621217098,13.7427291093362,15.121470580659,9.28142089210443,15.9331975644136,7.18088233872636,6.01738223492232,11.9878213979796,10.8697549965618,9.76743203735522,5.50408388136721,6.52274090446723,9.98091659348793,12.3322989032882,11.1803433227212,10.8769011705047,9.14094649586821,14.3195261458396,4.41989768713911,11.3546897687637,7.96132466997681,13.3380805871722,10.5073873029737,14.4310410185966,9.2530186794392,10.5778734456305,6.78490147748438,14.5466757581462,13.2312902419737,13.0083916304799,12.7905769045111,6.97441982541018,12.6198168425777,5.41383886761285,10.8456655428206,13.3181117845797,14.1115058546305,12.0537924760667,12.7120217519711,11.4007335829512
